0.000000000000000000e+00 -5.000000000000004441e-01 4.715690104760191518e-05
2.083333333333333426e-01 -3.600549141416649057e-01 3.508966976304008178e-05
4.166666666666666852e-01 -2.623173106742567873e-01 2.445506650454999068e-05
6.250000000000000000e-01 -1.932805390657376388e-01 1.866848745500945372e-05
8.333333333333333703e-01 -1.442849264070319715e-01 1.810593277297158112e-05
1.041666666666666741e+00 -1.086114996464819932e-01 1.902373873860708481e-05
1.250000000000000000e+00 -8.212882133430812748e-02 1.940598051647305969e-05
1.458333333333333481e+00 -6.284266733672244643e-02 1.940753479222793329e-05
1.666666666666666741e+00 -4.812148809060605437e-02 1.899226739035691334e-05
1.875000000000000000e+00 -3.693657717236315668e-02 1.834886799914099568e-05
2.083333333333333481e+00 -2.848335821589148900e-02 1.710087199669696549e-05
2.291666666666666963e+00 -2.215181695947993079e-02 1.670412613932455246e-05
2.500000000000000000e+00 -1.700536192328318957e-02 1.418715804196624101e-05
2.708333333333333481e+00 -1.313444234173006056e-02 1.216083128995781808e-05
2.916666666666666963e+00 -1.025402093714451908e-02 1.140231045171699558e-05
3.125000000000000000e+00 -7.807738807956304122e-03 9.041723324892342946e-06
3.333333333333333481e+00 -5.872018604183053096e-03 6.752641679454874100e-06
3.541666666666666963e+00 -4.346099251391941955e-03 4.737649264677728160e-06
3.750000000000000000e+00 -3.288995817874329746e-03 3.560730547224237164e-06
3.958333333333333481e+00 -2.526557489941948145e-03 2.974434832425903404e-06
4.166666666666666963e+00 -1.924146285050713128e-03 2.536545613855724730e-06
4.375000000000000000e+00 -1.458901926720429639e-03 1.932507653382580054e-06
4.583333333333333925e+00 -1.110978223939599165e-03 1.435677842372674548e-06
4.791666666666666963e+00 -8.458117112872431042e-04 1.022962745710545712e-06
5.000000000000000000e+00 -6.684565431515149736e-04 7.777287647912636955e-07
5.208333333333333925e+00 -5.367213601329629338e-04 7.091449102447696314e-07
5.416666666666666963e+00 -4.239003379451706578e-04 5.710879162632367945e-07
5.625000000000000000e+00 -3.396196500471472838e-04 5.222911489382777010e-07
5.833333333333333925e+00 -2.613587614999862783e-04 4.018689683904122554e-07
6.041666666666666963e+00 -2.065912938385192456e-04 3.037445106187412034e-07
6.250000000000000000e+00 -1.643496891406580806e-04 2.919031526299944779e-07
6.458333333333333925e+00 -1.371794268787514183e-04 3.327482906386700975e-07
6.666666666666666963e+00 -1.109646314298952716e-04 2.503590620125133355e-07
6.875000000000000000e+00 -8.735499379246157621e-05 2.122110947619432371e-07
7.083333333333333925e+00 -7.333488010340477267e-05 2.210438935013451559e-07
7.291666666666666963e+00 -5.703362645325552261e-05 1.614357682508274422e-07
7.500000000000000000e+00 -4.173469833725347269e-05 1.180372617021639169e-07
7.708333333333333925e+00 -3.439869207133417861e-05 8.421710504038139848e-08
7.916666666666666963e+00 -2.748154698536703789e-05 7.764114208805209157e-08
8.125000000000000000e+00 -2.058734211761692503e-05 5.750238929427728760e-08
8.333333333333333925e+00 -1.890024521205189517e-05 5.178366115023729101e-08
8.541666666666667851e+00 -1.260291039353243895e-05 3.720219559368703104e-08
8.750000000000000000e+00 -1.085382264410375279e-05 2.841717445190443031e-08
8.958333333333333925e+00 -9.480510055868716842e-06 2.183709435734848237e-08
9.166666666666667851e+00 -5.592543072434672529e-06 1.917633881397082041e-08
9.375000000000000000e+00 -6.398862872158415326e-06 1.521642684865142096e-08
9.583333333333333925e+00 -4.548456781124641298e-06 1.502299500125569655e-08
9.791666666666667851e+00 -2.721299401545182956e-06 1.079191520559400846e-08
1.000000000000000000e+01 -3.986102569261242901e-06 7.599392694643355565e-09
1.020833333333333393e+01 -1.452589033541483174e-06 7.190858505351290352e-09
1.041666666666666785e+01 -1.962641737632871418e-06 7.659278224961215876e-09
1.062500000000000000e+01 -2.340021518579412424e-06 6.084761489708125811e-09
1.083333333333333393e+01 -6.369071398210474073e-08 4.132176680366471400e-09
1.104166666666666785e+01 -1.710091795972220111e-06 2.988781558838320383e-09
